1 1.86693 1.86693 0
2 1.86843 1.86768 0.00052815
3 1.90724 1.88087 0.0107725
4 1.95777 1.90009 0.0185066
5 1.96172 1.91242 0.0184586
6 1.93231 1.91573 0.015677
7 1.91777 1.91602 0.0134401
8 1.91023 1.9153 0.0117796
9 1.92324 1.91618 0.0105037
10 1.95725 1.92029 0.0102246
11 1.96486 1.92434 0.0100661
12 1.93983 1.92563 0.00930961
13 1.90683 1.92419 0.00870512
14 1.89675 1.92223 0.00830092
15 1.95934 1.9247 0.00810791
16 1.97046 1.92756 0.00808989
17 1.96283 1.92964 0.0078756
18 2.00145 1.93363 0.00838786
19 1.97918 1.93602 0.00828199
20 1.88176 1.93331 0.00830035
