1 1.12322 1.12322 0
2 1.11228 1.11775 0.00386978
3 1.09473 1.11008 0.00677613
4 1.11522 1.11136 0.0052027
5 1.13555 1.1162 0.00600429
6 1.11887 1.11665 0.00502008
7 1.12088 1.11725 0.00433929
8 1.11837 1.11739 0.00379914
9 1.109 1.11646 0.00348962
10 1.08885 1.1137 0.00408928
11 1.095 1.112 0.0040555
12 1.12325 1.11294 0.00382447
13 1.099 1.11186 0.00367753
14 1.10801 1.11159 0.00342514
15 1.11996 1.11215 0.00324194
16 1.08762 1.11061 0.00338247
17 1.10912 1.11053 0.00318464
18 1.13058 1.11164 0.00319673
19 1.13076 1.11265 0.00318289
20 1.11273 1.11265 0.00302375
