1 0.803417 0.803417 0
2 0.802717 0.803067 0.000247384
3 0.806032 0.804055 0.000823629
4 0.80794 0.805026 0.00104348
5 0.8045 0.804921 0.000840073
6 0.807718 0.805387 0.00081922
7 0.803188 0.805073 0.000760045
8 0.804674 0.805023 0.000666674
9 0.80924 0.805492 0.000739122
10 0.803851 0.805328 0.000683184
11 0.802208 0.805044 0.000677385
12 0.805836 0.80511 0.000624142
13 0.801517 0.804834 0.000634381
14 0.809883 0.805194 0.00068394
15 0.80216 0.804992 0.000667594
16 0.803473 0.804897 0.000632587
17 0.803308 0.804804 0.000602239
18 0.803267 0.804718 0.000574798
19 0.801311 0.804539 0.00057183
20 0.808385 0.804731 0.000574658
