1 1.54094 1.54094 0
2 1.54095 1.54094 5.03697e-06
3 1.54095 1.54094 3.50641e-06
4 1.54087 1.54092 1.71982e-05
5 1.5409 1.54092 1.46927e-05
6 1.54088 1.54091 1.36813e-05
7 1.54088 1.54091 1.2511e-05
8 1.54094 1.54091 1.14056e-05
9 1.54099 1.54092 1.29505e-05
10 1.54098 1.54093 1.28864e-05
11 1.54088 1.54092 1.24387e-05
12 1.54086 1.54092 1.22911e-05
13 1.541 1.54092 1.29461e-05
14 1.54091 1.54092 1.20523e-05
15 1.54081 1.54091 1.33287e-05
16 1.54071 1.5409 1.75693e-05
17 1.54074 1.54089 1.89001e-05
18 1.54072 1.54088 2.00123e-05
19 1.54093 1.54089 1.91391e-05
20 1.54093 1.54089 1.83305e-05
