1 -5.44831 -5.44831 0
2 -5.44934 -5.44883 0.000360813
3 -5.44996 -5.4492 0.000391118
4 -5.45016 -5.44944 0.000359607
5 -5.44954 -5.44946 0.000288169
6 -5.44932 -5.44944 0.000241158
7 -5.44923 -5.44941 0.00020859
8 -5.44877 -5.44933 0.00019734
9 -5.44927 -5.44932 0.000175522
10 -5.44941 -5.44933 0.00015819
11 -5.44894 -5.44929 0.000147797
12 -5.44865 -5.44924 0.000144856
13 -5.44905 -5.44923 0.000134444
14 -5.44932 -5.44923 0.000125024
15 -5.44903 -5.44922 0.000117435
16 -5.44831 -5.44916 0.000122945
17 -5.44866 -5.44913 0.00011915
18 -5.44921 -5.44914 0.000112615
19 -5.44895 -5.44913 0.000107122
20 -5.44999 -5.44917 0.000110014
