1 -0.325998 -0.325998 0
2 -0.327478 -0.326738 0.000523113
3 -0.366294 -0.339923 0.0107714
4 -0.416904 -0.359168 0.0185215
5 -0.420822 -0.371499 0.0184712
6 -0.39143 -0.374821 0.0156885
7 -0.376891 -0.375117 0.0134501
8 -0.3693 -0.374389 0.0117885
9 -0.382255 -0.375263 0.010511
10 -0.416269 -0.379364 0.0102285
11 -0.423985 -0.38342 0.010071
12 -0.398967 -0.384716 0.00931468
13 -0.365828 -0.383263 0.00871074
14 -0.355844 -0.381305 0.0083058
15 -0.41853 -0.383786 0.00811437
16 -0.429751 -0.386659 0.00809982
17 -0.422092 -0.388743 0.00788698
18 -0.460721 -0.392742 0.00840157
19 -0.438246 -0.395137 0.00829371
20 -0.34083 -0.392422 0.00831165
