1 1.20513 1.20513 0
2 1.20408 1.2046 0.000371076
3 1.20905 1.20608 0.00123544
4 1.21191 1.20754 0.00156522
5 1.20675 1.20738 0.00126011
6 1.21158 1.20808 0.00122883
7 1.20478 1.20761 0.00114007
8 1.20701 1.20753 0.00100001
9 1.21386 1.20824 0.00110868
10 1.20578 1.20799 0.00102478
11 1.20331 1.20757 0.00101608
12 1.20875 1.20767 0.000936213
13 1.20228 1.20725 0.000951572
14 1.21482 1.20779 0.00102591
15 1.20324 1.20749 0.00100139
16 1.20521 1.20735 0.00094888
17 1.20496 1.20721 0.000903359
18 1.2049 1.20708 0.000862198
19 1.20197 1.20681 0.000857745
20 1.21258 1.2071 0.000861987
