1 9.64745 9.64745 0
2 9.7458 9.69663 0.0347739
3 9.58321 9.65882 0.0386046
4 9.56832 9.63619 0.0349598
5 9.65552 9.64006 0.0281807
6 9.6045 9.63413 0.024099
7 9.66318 9.63828 0.0210105
8 9.59436 9.63279 0.0190881
9 9.63427 9.63296 0.0169679
10 9.48883 9.61854 0.0204977
11 9.70489 9.62639 0.020081
12 9.66625 9.62971 0.0186802
13 9.68038 9.63361 0.0176451
14 9.5788 9.6297 0.0168134
15 9.64467 9.6307 0.0157221
16 9.73919 9.63748 0.0161356
17 9.65878 9.63873 0.015235
18 9.67492 9.64074 0.0145206
19 9.74279 9.64611 0.0147163
20 9.69111 9.64836 0.0141514
