1 1.68483 1.68483 0
2 1.66842 1.67662 0.00580466
3 1.64209 1.66511 0.0101642
4 1.67283 1.66704 0.00780405
5 1.70333 1.6743 0.00900643
6 1.67831 1.67497 0.00753012
7 1.68133 1.67588 0.00650893
8 1.67756 1.67609 0.00569871
9 1.6635 1.67469 0.00523443
10 1.63328 1.67055 0.00613393
11 1.6425 1.668 0.00608325
12 1.68488 1.6694 0.00573671
13 1.64849 1.6678 0.00551629
14 1.66201 1.66738 0.00513771
15 1.67994 1.66822 0.00486291
16 1.63142 1.66592 0.0050737
17 1.66368 1.66579 0.00477696
18 1.69587 1.66746 0.00479509
19 1.69614 1.66897 0.00477434
20 1.6691 1.66898 0.00453563
