1 1.24462 1.24462 0
2 1.24562 1.24512 0.0003521
3 1.27149 1.25391 0.00718169
4 1.30518 1.26673 0.0123377
5 1.30781 1.27495 0.0123057
6 1.28821 1.27716 0.0104513
7 1.27851 1.27735 0.00896009
8 1.27349 1.27687 0.00785306
9 1.28216 1.27746 0.0070025
10 1.30483 1.28019 0.00681639
11 1.30991 1.28289 0.0067107
12 1.29322 1.28375 0.0062064
13 1.27122 1.28279 0.00580342
14 1.2645 1.28148 0.00553395
15 1.30623 1.28313 0.00540527
16 1.31364 1.28504 0.00539326
17 1.30856 1.28642 0.0052504
18 1.3343 1.28908 0.00559191
19 1.31945 1.29068 0.00552132
20 1.25451 1.28887 0.00553357
