1 2.04041 2.04041 0
2 2.21001 2.12521 0.0599639
3 2.33826 2.19623 0.0704306
4 2.11639 2.17627 0.0555792
5 1.95716 2.13245 0.0592732
6 2.04898 2.11853 0.0510007
7 2.07243 2.11195 0.0441382
8 2.14444 2.11601 0.0388074
9 2.18352 2.12351 0.035213
10 2.41928 2.15309 0.0423286
11 2.29086 2.16561 0.0402908
12 2.14006 2.16348 0.0369895
13 2.23765 2.16919 0.0345813
14 2.18195 2.1701 0.0321232
15 2.20676 2.17254 0.0300745
16 2.30478 2.18081 0.0293084
17 2.34829 2.19066 0.0291934
18 2.10066 2.18566 0.0279965
19 2.16872 2.18477 0.0265372
20 2.08967 2.18001 0.0256328
