1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0.00288871 0
1 0.0393651 0
1 0.156079 0
1 0.557545 0
1 1.25855 0
1 1.78781 0
1 2.21559 0
1 2.48851 0
1 2.44857 0
1 2.40698 0
1 2.20543 0
1 1.97294 0
1 1.79551 0
1 1.58382 0
1 1.44405 0
1 1.32286 0
1 1.15168 0
1 1.06578 0
1 0.959923 0
1 0.908014 0
1 0.869064 0
1 0.75911 0
1 0.705088 0
1 0.711877 0
1 0.698912 0
1 0.684327 0
1 0.649799 0
1 0.605348 0
1 0.623144 0
1 0.679079 0
1 0.702647 0
1 0.726416 0
1 0.784857 0
1 0.803425 0
1 0.783722 0
1 0.837015 0
1 0.913465 0
1 0.972061 0
1 1.01855 0
1 1.00966 0
1 1.06096 0
1 1.08514 0
1 1.097 0
1 1.14101 0
1 1.16279 0
1 1.21354 0
1 1.22347 0
1 1.1891 0
1 1.18967 0
1 1.18873 0
1 1.17013 0
1 1.15911 0
1 1.13161 0
1 1.09353 0
1 1.06485 0
1 1.05718 0
1 1.02049 0
1 1.02168 0
1 0.961254 0
1 0.970563 0
1 0.927744 0
1 0.953509 0
1 0.919063 0
1 0.919236 0
1 0.876241 0
1 0.876485 0
