1 0.0490402 0.0490402 0
2 0.0490932 0.0490667 1.87338e-05
3 0.0491993 0.0491109 3.81894e-05
4 0.0491188 0.0491128 2.86931e-05
5 0.0490821 0.0491067 2.3603e-05
6 0.0482567 0.048965 0.000130806
7 0.0485652 0.0489079 0.000123968
8 0.0490248 0.0489225 0.000109329
9 0.0488037 0.0489093 9.79753e-05
10 0.0487429 0.0488927 8.95806e-05
11 0.0488265 0.0488867 8.16388e-05
12 0.0490287 0.0488985 7.56887e-05
13 0.0489324 0.0489011 6.99116e-05
14 0.0492182 0.0489237 6.84883e-05
15 0.0487168 0.0489099 6.52976e-05
16 0.0489151 0.0489103 6.12173e-05
17 0.0484576 0.0488836 6.31433e-05
18 0.0491463 0.0488982 6.1298e-05
19 0.0492581 0.0489172 6.09276e-05
20 0.0491174 0.0489272 5.86982e-05
