1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0.0018341 0
1 0.0250308 0
1 0.164846 0
1 0.556109 0
1 1.20943 0
1 1.8627 0
1 2.35142 0
1 2.53418 0
1 2.56309 0
1 2.43562 0
1 2.19749 0
1 1.95823 0
1 1.74462 0
1 1.5693 0
1 1.39549 0
1 1.23579 0
1 1.11549 0
1 1.01438 0
1 0.929271 0
1 0.864367 0
1 0.807563 0
1 0.759216 0
1 0.734666 0
1 0.716186 0
1 0.691863 0
1 0.680319 0
1 0.675342 0
1 0.668682 0
1 0.677244 0
1 0.697596 0
1 0.71591 0
1 0.728489 0
1 0.761741 0
1 0.788559 0
1 0.825154 0
1 0.84932 0
1 0.898608 0
1 0.935666 0
1 0.970704 0
1 1.01242 0
1 1.06258 0
1 1.09762 0
1 1.13115 0
1 1.15153 0
1 1.18411 0
1 1.19794 0
1 1.21181 0
1 1.2092 0
1 1.20249 0
1 1.18818 0
1 1.17237 0
1 1.1558 0
1 1.12062 0
1 1.09928 0
1 1.06724 0
1 1.04403 0
1 1.01111 0
1 0.99043 0
1 0.968621 0
1 0.954568 0
1 0.934369 0
1 0.926113 0
1 0.912029 0
1 0.89336 0
1 0.885613 0
1 0.885333 0
