1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0.000598682 0
1 0.149468 0
1 1.05579 0
1 2.03923 0
1 2.25601 0
1 2.03853 0
1 1.85883 0
1 1.6039 0
1 1.43316 0
1 1.31833 0
1 1.22306 0
1 1.18645 0
1 1.12687 0
1 1.10553 0
1 1.08448 0
1 1.07704 0
1 1.08754 0
1 1.05489 0
1 1.05878 0
1 1.06831 0
1 1.06161 0
1 1.04393 0
1 1.05303 0
1 1.03512 0
1 1.02183 0
1 1.02463 0
1 1.02113 0
1 1.02739 0
1 1.00205 0
1 0.994947 0
1 1.0069 0
1 1.00074 0
1 0.99525 0
1 0.999829 0
1 0.999129 0
1 0.996058 0
1 0.989388 0
1 1.00686 0
1 1.00516 0
1 0.988378 0
1 0.99037 0
1 0.98841 0
1 0.984653 0
1 0.984626 0
1 0.994406 0
1 0.996058 0
1 0.990809 0
1 0.987418 0
1 0.992467 0
1 0.983234 0
1 0.98746 0
1 1.00436 0
1 0.98642 0
1 0.984684 0
1 0.987745 0
1 0.991487 0
1 0.984144 0
1 0.976914 0
1 0.982726 0
1 0.984795 0
1 0.98759 0
1 0.988141 0
1 0.988623 0
1 0.986877 0
1 0.985664 0
1 0.980543 0
1 0.99432 0
1 0.987744 0
1 0.989644 0
1 0.981083 0
1 0.984215 0
1 0.98545 0
1 0.986903 0
1 0.989426 0
1 0.989353 0
1 0.98294 0
1 0.992624 0
1 0.981485 0
1 0.994629 0
1 0.987426 0
1 0.985416 0
1 0.985127 0
1 0.986256 0
1 0.987941 0
1 0.97862 0
1 0.989205 0
1 0.983033 0
