1 -5.46173 -5.46173 0
2 -5.45939 -5.46056 0.000827857
3 -5.4421 -5.4544 0.005053
4 -5.45904 -5.45556 0.00392021
5 -5.43998 -5.45245 0.00419559
6 -5.44446 -5.45111 0.00370171
7 -5.45655 -5.45189 0.00325343
8 -5.47877 -5.45525 0.00424005
9 -5.47621 -5.45758 0.00436184
10 -5.4766 -5.45948 0.00432033
11 -5.45598 -5.45916 0.00393927
12 -5.47741 -5.46068 0.00389341
13 -5.43924 -5.45903 0.00392784
14 -5.44163 -5.45779 0.00383893
15 -5.45198 -5.4574 0.00360248
16 -5.47192 -5.45831 0.00348967
17 -5.47332 -5.45919 0.00339427
18 -5.46849 -5.45971 0.00324475
19 -5.43031 -5.45816 0.00342313
20 -5.4622 -5.45836 0.0032579
